,title,media,date,datetime,desc,link,img
199,DU student death: Charge sheet accepted against husband,Dhaka Tribune,24-Aug-22,,Investigation officer and DB inspector Qazi Shariful Islam filed the charge sheet on May 31 against Iftekhar Abedin for inciting Meghla to commit suicide.,https://www.dhakatribune.com/bangladesh/2022/08/24/du-student-death-charge-sheet-accepted-against-husband,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
200,Who profits from Kabul suicide bombing?,New Age,30-Aug-21,,"The suicide bomber who carried out 'the martyrdom operation near Kabul airport' was identified as one Abdul Rahman al-Logari. That would suggest he's an Afghan,...",https://www.newagebd.net/article/147650/who-profits-from-kabul-suicide-bombing,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
201,Pakistan Demands Taliban Prevent Attacks After Suicide Bomb,The Diplomat,01-Dec-22,,"Deterrence is the fulcrum of Australian defense policy, but questions of where, what, and how remain unanswered – especially regarding the new SSNs. Bangladesh...",https://thediplomat.com/2022/12/pakistan-demands-taliban-prevent-attacks-after-suicide-bomb/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
202,Unadkat’s emotional first reaction to India call up after 12 years goes viral,Hindustan Times,12-Dec-22,,Mohammed Shami had injured his shoulder while training in Bangladesh and was subsequently ruled out of the entire three-match ODI series.,https://www.hindustantimes.com/cricket/ind-vs-ban-jaydev-unadkat-s-emotional-first-reaction-to-india-call-up-after-12-years-goes-viral-101670819182449.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
203,"Work together or face ""collective suicide"": UN chief at COP27",The Daily Star,07-Nov-22,,"Bangladesh currently contributes 0.56 percent to global carbon emissions, and yet, the proportion of damage inflicted upon our nation from climate change is...",https://www.thedailystar.net/environment/climate-crisis/climate-action/news/work-together-or-face-collective-suicide-un-chief-cop27-3162821,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
204,Covid-19 patient 'attempts suicide' in Chandpur,The Financial Express,01-Aug-21,,"In response to a tabled question from Awami League MP Ali Azam, the minister said in Parliament that according to the information provided by Bangladesh Bureau...",https://thefinancialexpress.com.bd/national/covid-19-patient-attempts-suicide-in-chandpur-1627792113,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
205,Actor Riaz’s father-in-law dies by suicide on Facebook live,The Daily Star,02-Feb-22,,"A 58-year-old man, the father-in-law of actor Riaz, died by suicide on ... But cybercrimes under four different laws -- Bangladesh Telecommunication Act...",https://www.thedailystar.net/news/bangladesh/crime-justice/news/man-dies-suicide-facebook-live-dhakas-dhanmondi-2953016,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
206,Palestinian student studying in Bangladesh commits suicide in ...,UNB,24-Apr-21,,"Faridpur Bangabandhu Sheikh Mujib Medical College Chhatra League president Mashtura Mosharraf Rishika confirmed the suicide of the student, saying Musa Abu...",https://unb.com.bd/category/Bangladesh/palestinian-student-studying-in-bangladesh-commits-suicide-in-gaza/68053,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
207,Cricket-mad Chittagong teenager commits suicide due to ...,Dhaka Tribune,29-Apr-22,,"Copyright C 2012-2022. 2A Media Limited, All Rights Reserved. 8/C, FR Tower, Panthapath, Dhaka 1207, Bangladesh. Kazi Anis Ahmed, Publisher.",https://www.dhakatribune.com/nation/2022/04/29/cricket-mad-chittagong-teenager-commits-suicide-due-to-poverty,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
208,Qatar condemns deadly suicide bombing targeting Kabul ...,Doha News,"an 12, 2023",,"“Today, my uncle, a senior diplomat, my source of inspiration and strength is brutally killed at the gate of ministry of Foreign Affairs during a suicide...",https://dohanews.co/qatar-condemns-deadly-suicide-bombing-targeting-kabul-foreign-ministry/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
209,Kabi Nazrul Govt College Chhatra League president ...,Dhaka Tribune,2 weeks ago,33:57.9,The president of Kabi Nazrul Govt College Chhatra League allegedly committed suicide by hanging himself in the Chankharpool area of Dhaka on Friday night.,https://www.dhakatribune.com/bangladesh/2023/06/03/kabi-nazrul-govt-college-chhatra-league-president-reportedly-dies-by-suicide,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
210,2 lakh secondary school teachers to be trained on student ...,New Age,29-Aug-22,,Education Reporters Association of Bangladesh and Education Ministry jointly organized ... The minister said that usually the students commit suicide due to...,https://www.newagebd.net/article/179682/2-lakh-secondary-school-teachers-to-be-trained-on-student-counseling-minister,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
211,Indian woman's suicide exposes plight of abused overseas ...,Nikkei Asia,19-Aug-22,,"NEW DELHI -- The apparent suicide of an Indian woman in the U.S. has shocked her home country and the global South Asian community, highlighting the abuse...",https://asia.nikkei.com/Politics/Indian-woman-s-suicide-exposes-plight-of-abused-overseas-brides,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
212,Wife of NCC councillor found dead,New Age,"ar 5, 2023",,Home · Bangladesh · World · Business · Sport · Entertainment · Opinion · Cartoon · Career ... Bangladesh; Politics · Country; City ... Narayanganj · suicide.,https://www.newagebd.net/article/196040/abandoned-wife-of-ncc-councillor-commits-suicide,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
213,Newly Married Girl Dies By Suicide,Kashmir Life,"ar 26, 2023",,"Quoting an official, KNO reported that the girl from Bangladesh was married to a Kupwara man around 20 days ago and last evening she hanged herself to death...",https://kashmirlife.net/newly-married-girl-dies-by-suicide-313712/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
214,Hana Kimura death: Cyberbullying suspect faces possible ...,Nikkei Asia,16-Dec-20,,"... member on the popular reality TV show ""Terrace House"" who was found dead in a suspected suicide earlier this year, investigative sources said Wednesday.",https://asia.nikkei.com/Spotlight/Society/Hana-Kimura-death-Cyberbullying-suspect-faces-possible-charges,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
215,A New Strategy to Reduce Suicide by Pesticide Poisoning,Undark Magazine,17-Feb-21,,"In South Korea, suicide deaths by pesticide ingestion halved in 2013 after a ban on the weed killer paraquat a year earlier. In Bangladesh, pesticide bans in...",https://undark.org/2021/02/17/reduce-suicide-pesticide-poisoning/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
216,Bushra released on bail in Fardin death case,bdnews24.com,"an 10, 2023",,"... from Fardin's family and from his peers at the Bangladesh University of Engineering and Technology, who refused to believe he had died by suicide.",https://bdnews24.com/bangladesh/76yhxofh99,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
217,Shrinking job opportunities driving Bangladeshi students to ...,The Sun Daily,09-Feb-22,,... job opportunities due to a widening mismatch between market demand and academic skills in Bangladesh is driving university students to suicide.,https://www.thesundaily.my/world/shrinking-job-opportunities-driving-bangladeshi-students-to-suicide-AN8843301,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
218,Domestic aide to Bashundhara chairman found dead in apparent ‘suicide’,bdnews24.com,28-Jun-20,,An aide to Bashundhara Group Chairman Ahmed Akbar Sobhan's family has been found dead in an apparent suicide. Staff Correspondent...,https://bdnews24.com/bangladesh/domestic-aide-to-bashundhara-chairman-found-dead-in-apparent-suicide,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
219,Kailali couple found dead in a suspected murder-suicide case,Onlinekhabar English,31-May-22,,"The case is suspected to be a murder-suicide as one of them is found dead with the throat slit whereas the second one hanging. DSP Bed Prakash Joshi,...",https://english.onlinekhabar.com/kailali-murder-suicide-case.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
220,Man survives suicide attempt over family feud after appearing on Facebook Live,bdnews24.com,"ar 1, 2022",,"Bangladesh reports 94 new COVID cases, no deaths in a day. Daughter of Shahriar Kabir found dead. Serajul Alam Khan, the 'mystery man' of Bangladesh...",https://bdnews24.com/bangladesh/2022/03/01/man-survives-suicide-attempt-over-family-feud-after-appearing-facebook-live,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
221,Vogue model Raudha murder case to be re-investigated,The Business Standard,19-Jul-22,,College authorities claimed that Raudha committed suicide by hanging herself ... from Bangladesh Football Federation (BFF) until investigation is completed.,https://www.tbsnews.net/bangladesh/court/vogue-model-raudha-murder-case-be-re-investigated-461222,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
222,Philippine Military Rescue Teen Daughter of Indonesian ...,Benar News,24-Jun-21,,"Police investigators and soldiers search the scene outside a Catholic cathedral following a twin suicide bombing in Jolo, southern Philippines, Jan. 27, 2019.",https://www.benarnews.org/english/news/philippine/girl-rescued-06242021160153.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
223,Neena Pacholke dies by suicide. Here's the reason behind her extreme step,The Economic Times,03-Sep-22,,TV news anchor Neena Pacholke dies by suicide by pulling the trigger on her head and ending her life. It is believed that the police heard a noise and something...,https://economictimes.indiatimes.com/news/international/us/neena-pacholke-dies-by-suicide-heres-the-reason-behind-her-extreme-step/articleshow/94571736.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
224,Warning signs of suicide,The Financial Express,14-Feb-22,,"In Bangladesh nowadays, we probably see many suicide cases in the news, especially after the results of board exams when a lot of students take their lives...",https://thefinancialexpress.com.bd/views/opinions/warning-signs-of-suicide-1644834472,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
225,Coroner finds man killed by MRT train near Kallang station ...,Today Online,"an 26, 2022",,"... found dead on the tracks about 150m from Kallang MRT Station last year, intended to commit suicide. On the day he died, Ahmed Faisal, a Bangladeshi,...",https://www.todayonline.com/singapore/coroner-finds-man-killed-mrt-train-near-kallang-station-committed-suicide-was-facing-possible-jail-time-1800086,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
226,Journalist found dead in Dhaka apartment,New Age,13-Jul-22,,Her body was sent to Shaheed Suhrawady Medical College Hospital for a post-mortem examination. More about: Bangladesh · Dhaka · journalist · suicide.,https://www.newagebd.net/article/175698/journalist-found-dead-in-dhaka-apartment,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
227,Global health estimates: Leading causes of DALYs,World Health Organization (WHO),12-Dec-20,,... Azerbaijan; Bahamas; Bahrain; Bangladesh; Barbados; Belarus; Belgium; Belize; Benin; Bhutan; Bolivia (Plurinational State of); Bosnia and Herzegovina...,https://www.who.int/data/gho/data/themes/mortality-and-global-health-estimates/global-health-estimates-leading-causes-of-dalys,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
228,Relationship between the Bolsa Família national cash transfer ...,PLOS,18-May-22,,"Socioeconomic factors have been consistently associated with suicide, and economic recessions are linked to rising suicide rates. However, evidence on the...",https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1004000,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
229,UP: Girl student dies by suicide over no permission for exam at private school in Bareilly,Times of India,"ar 4, 2023",,A girl student of Class 9 died by suicide in a private school on March 03 in Bareilly of Uttar Pradesh. She killed herself allegedly after the management of...,https://m.timesofindia.com/videos/city/lucknow/up-girl-student-dies-by-suicide-over-no-permission-for-exam-at-private-school-in-bareilly/videoshow/98413262.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
230,'Amman is a prison': Rise in suicides highlights mental health ...,The New Humanitarian,14-Jun-22,,'Amman is a prison': Rise in suicides highlights mental health crisis in Jordan ... response to the crisis has been to criminalise public suicide attempts.,https://www.thenewhumanitarian.org/news-feature/2022/06/14/Rise-in-suicides-highlights-mental-health-crisis-in-Jordan,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
231,Jiwan Pakhi screened at Rajshahi University,New Age,10-Sep-22,,"However, Abul Kalam, whose daughter committed suicide, manages to talk her out of suicide. The 95-minute film depicts the causes of suicidal thoughts, the...",https://www.newagebd.net/article/180729/jiwan-pakhi-screened-at-rajshahi-university,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
232,BSF Jawan Commits Suicide Using Own Service Rifle In Tripura,Outlook India,04-Aug-21,,A BSF jawan on Wednesday allegedly committed suicide by shooting himself ... Darlong said the ultras might have sneaked into Bangladesh after the ambush.,https://www.outlookindia.com/website/story/bsf-jawan-fatally-shoots-self-in-tripura/390452,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
233,Two women found dead in Sylhet. Family claims ‘suicides’ over arranged marriage,bdnews24.com,21-Sep-21,,Family claims 'suicides' over arranged marriage ... Recently the family had been speaking to a Bangladeshi expatriate living in London about marrying Rani.,https://bdnews24.com/bangladesh/two-women-found-dead-in-sylhet.-family-claims-suicides-over-arranged-marriage,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
234,Thakurgaon student dies by suicide over HSC exam,Dhaka Tribune,08-Feb-23,,"8/C, FR Tower, Panthapath, Dhaka 1207, Bangladesh. Kazi Anis Ahmed, Publisher. Developed by ""Gemcon IT"".",https://www.dhakatribune.com/nation/2023/02/09/thakurgaon-student-dies-by-suicide-over-hsc-exam,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
235,Family claims police turn Elma’s murder into suicide for money,The Business Standard,27-Apr-22,,"The police had detained the husband of the Dhaka University student, while the two other accused went into hiding. Meghla wed Iftekhar, a Bangladeshi expatriate...",https://www.tbsnews.net/bangladesh/du-student-elma-murder-family-claims-police-investigation-influenced-410386,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
236,Supporting responsible and ethical reporting of suicide,Bournemouth University,31-Oct-22,,DA-RE Virtual Exhibition - Bangladesh · DA-RE Virtual Exhibition - Turkey. Follow the Suicide Reporting Toolkit on Twitter: Tweets by SR_Toolkit...,https://www.bournemouth.ac.uk/research/research-action/supporting-responsible-ethical-reporting-suicide,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
237,Mental healthcare-seeking behavior of women in Bangladesh ...,BMC Psychiatry,19-Dec-22,,I am constantly thinking about suicide. I feel helpless. - Anonymous post 392. Theme 2: reasons for seeking mental health care by the women. The majority of the...,https://bmcpsychiatry.biomedcentral.com/articles/10.1186/s12888-022-04414-z,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
238,The Past has yet to Leave the Present: Genocide in Bangladesh,Harvard International Review,01-Feb-23,,"While the Bangladesh Genocide of 1971 is in the past, its effects still resonate ... forced conversions, sexual assaults, abduction, and suicide bombings.",https://hir.harvard.edu/the-past-has-yet-to-leave-the-present-genocide-in-bangladesh/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
239,Countries with highest number of suicide death revealed [See list],Daily Post Nigeria,3 weeks ago,35:08.5,"Countries with the highest rate of suicide deaths have been ranked. According to World of Statistics, ... Bangladesh: 3.9. Colombia: 3.7. Greece: 3.6.",https://dailypost.ng/2023/05/23/countries-with-highest-number-of-suicide-death-revealed-see-list/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
240,Bangladesh Teen Wins International Peace Prize for Anti ...,The Tennessee Tribune,19-Nov-20,,"“When I came across the news of the teenage girl who committed suicide, I started chalking out how to fight against cyberbullying and cyber criminals,” said...",https://tntribune.com/bangladesh-teen-wins-international-peace-prize-for-anti-bullying-app/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
241,Boy commits suicide after corporal punishment,Risingbd.com,05-Nov-21,,"India, like its sister Bangladesh, much to the detriment of the individuals, society and the nation, harvests ignorance in some of its schools. Many teachers...",https://www.risingbd.com/english/interview/news/83411,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
242,Aachol Foundation holds anti-suicide campaign,The Business Standard,05-Feb-22,,The Aachol Foundation conducted an anti-suicide campaign and an oath-taking ... kick off in Dhaka on Friday to strengthen smart era potential in Bangladesh.,https://www.tbsnews.net/events/aachol-foundation-holds-anti-suicide-campaign-366889,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
243,Three deaths of Kashmiri medical students in Bangladesh instil fear among the students' relatives in Kashmir,Newsdrum,24-Sep-22,,"Srinagar: September 8, 2022: Kashmiri MBBS student dies in Bangladesh. ... students are more worried as three deaths in two years and one suicide attempt,...",https://www.newsdrum.in/national/three-deaths-of-kashmiri-medical-students-in-bangladesh-instil-fear-among-the-students-relatives-in-kashmir-93691.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
244,"Knowledge, attitudes, and experiences in suicide assessment ...",BMC Psychiatry,12-Sep-22,,Demography and Risk Factors of Suicide in Bangladesh: A Six-Month Paper Content Analysis. Psychiatry J. 2017;2017:3047025.,https://bmcpsychiatry.biomedcentral.com/articles/10.1186/s12888-022-04244-z,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
245,Murder-suicide suspected as father-daughter duo found dead ...,Onlinekhabar English,05-Feb-23,,"Police suspect this might be a murder-suicide case. DSP Nishan Shreevastav of the Police Circle in Baneshwar says Kishor Bhandari (42) and his daughter,...",https://english.onlinekhabar.com/murder-suicide-kathmandu-feb-023.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
246,"The right to die, the right to kill",Dhaka Tribune,13-Nov-20,,"Euthanasia is not the same as 'assisted suicide',where the doctor prescribes, but does not administer a lethal dose of medication, or 'mercy killing'...",https://archive.dhakatribune.com/magazine/weekend-tribune/2020/11/13/the-right-to-die-the-right-to-kill,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
247,"Suicides among unemployed crossed 3,000 in 2020 Covid year: Govt in Rajya Sabha",The Indian Express,10-Feb-22,,"THE FIRST pandemic year, 2020, saw the highest number of suicides among the ... “India's unemployment rate has grown faster than Bangladesh and Vietnam”.",https://indianexpress.com/article/india/25000-indians-ended-lives-unemployment-indebtedness-in-2018-2020-govt-tells-rs-7764240/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
248,The Taliban takeover: Afghanistan-Bangladesh relations during this period of transition,ORF,08-Sep-21,,"The US drone strike on a suspected suicide bomber at the Kabul airport on 29 August has also revamped radical voices in different parts of South Asia,...",https://www.orfonline.org/expert-speak/the-taliban-takeover-afghanistan-bangladesh-relations-during-this-period-of-transition/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
249,476 women raped in the last six months,The Daily Star,08-Jul-22,,"Among them, 24 were killed after rape, and six died by suicide. ... violence against women and children in Bangladesh have hardly yielded any results.",https://www.thedailystar.net/opinion/editorial/news/476-women-raped-the-last-six-months-3067041,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
250,The human costs of the pandemic: Is it time to prioritize well-being?,Brookings Institution,17-Nov-20,,"In the U.S., pre-COVID-19, when stock markets were booming and the official unemployment was at record lows, deaths of despair—due to opioids and suicides—took...",https://www.brookings.edu/research/the-human-costs-of-the-pandemic-is-it-time-to-prioritize-well-being/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
251,Britain banned from deporting 53 foreign terrorists as it would breach their human rights,Daily Mail,13-Feb-23,,"IS jihadis, wannabe suicide bombers and a machine gun killer: Britain banned ... In one extraordinary case, an Islamic State member from Bangladesh who was...",https://www.dailymail.co.uk/news/article-11741073/Britain-banned-deporting-53-foreign-terrorists-breach-human-rights.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
252,Mental health,World Health Organization (WHO),"ar 11, 2020",,Depression is one of the leading causes of disability. Suicide is the fourth leading cause of death among 15-29-year-olds. People with severe mental health...,https://www.who.int/health-topics/mental-health,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
253,10 best medications for sleep: Effectiveness and more,Medical News Today,07-Sep-22,,"They may need to rule out other possible causes of insomnia. Suicide prevention. If you know someone at immediate risk of self-harm, suicide, or hurting another...",https://www.medicalnewstoday.com/articles/what-is-the-best-prescription-medication-for-sleep,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
254,Hearing for Abe murder suspect cancelled over suspicious ...,Bangladesh Post,2 days ago,35:19.9,He had spent three years in the navy following a childhood reportedly marred by his father's suicide and his mother's alleged neglect and devotion to church...,https://bangladeshpost.net/posts/hearing-for-abe-murder-suspect-cancelled-over-suspicious-object-113988,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
255,"Defying China, Taiwan remembers Tiananmen",UCA News,5 days ago,35:19.9,"Police in the Bangladeshi capital Dhaka charged some 2,500, ... after various media reports revealed families committed suicide due to hunger and poverty.",https://www.ucanews.com/news/defying-china-taiwan-remembers-tiananmen/101609,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
256,Predictors of depression among school adolescents in ...,BMC Psychiatry,4 hours ago,35:19.9,"Around 48,910 children and adolescents died by suicide in 2010 as a result of ... in Bangladesh Epidemiological Studies Depression Scale (CESD-10) was used.",https://bmcpsychiatry.biomedcentral.com/articles/10.1186/s12888-023-04899-2,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
257,Dhaka Flow - National Youth Wellness Festival 2023 promotes healthy living and mental well-being,The Daily Star,1 hours ago,35:19.9,"... took place at University of Liberal Arts Bangladesh (ULAB) on June 3. ... including Kaan Pete Roi (a suicide hotline), Shojon (mental health...",https://www.thedailystar.net/shout/news/dhaka-flow-national-youth-wellness-festival-2023-promotes-healthy-living-and-mental-well-being-3346141,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
258,Businessman dies falling off roof in Dhaka's Banashree,UNB,4 days ago,35:20.0,"However, it has not been confirmed yet whether he committed suicide or not, the OC said, adding that the family members of the deceased will be asked and...",https://unb.com.bd/category/Bangladesh/businessman-dies-falling-off-roof-in-dhakas-banashree/116997,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
